Age,Dribbling / Reflexes,Passing / Kicking,Shooting / Handling,International reputation,Total mentality,Shot power,Total power,Ball control,Finishing,Log Market Value
17,72,52,54,1,237,55,261,68,56,14.22097566607244
19,69,56,58,1,220,63,272,68,60,14.346138809026444
18,56,52,48,1,255,60,323,54,45,12.765688433465597
16,64,46,57,1,244,72,303,58,53,13.38472764187182
17,64,60,59,1,238,57,258,63,62,13.997832114758229
17,67,62,52,1,252,56,253,65,55,14.403297222866392
19,58,54,40,1,269,57,305,58,32,14.457364444136669
21,76,65,71,1,309,73,328,75,73,16.06680235657077
18,62,57,51,1,240,59,273,63,52,12.959844447906553
16,62,47,47,1,231,52,261,58,47,13.38472764187182
17,65,47,65,1,276,67,337,65,66,14.28551418721001
18,73,61,64,1,250,70,288,71,64,14.845129975145433
18,67,64,52,1,263,66,284,70,47,14.22097566607244
18,58,47,62,1,262,62,308,61,64,13.815510557964274
20,66,49,67,1,296,74,377,65,67,15.068273526459642
21,63,59,72,1,293,85,365,71,69,15.520258650202699
24,68,64,70,1,297,70,350,69,73,14.880221294956703
25,55,59,53,1,327,53,345,54,52,15.03928598958639
18,71,63,52,1,292,54,271,69,56,13.997832114758229
18,69,58,58,1,228,56,260,64,62,14.508657738524219
19,60,58,36,1,289,47,287,62,32,14.845129975145433
20,70,66,67,1,81,50,173,12,6,14.648419680899378
22,71,61,53,1,320,50,317,72,53,15.068273526459642
20,67,66,65,1,112,50,227,16,7,14.403297222866392
18,61,63,58,1,255,60,281,64,57,13.815510557964274
25,78,67,70,1,285,69,325,76,71,15.096444403426338
22,68,67,69,1,83,50,206,12,6,14.808762330974558
19,65,55,59,1,290,68,351,65,61,14.151982794585487
20,56,56,45,1,287,49,298,60,42,13.815510557964274
17,61,52,60,1,248,60,295,63,65,13.815510557964274
16,59,46,52,1,207,52,240,59,55,13.17115354157376
19,61,56,44,1,254,52,281,63,42,13.071070083016778
20,72,66,66,1,274,60,307,73,67,15.150511624696614
19,54,48,31,1,225,58,281,56,21,13.997832114758229
17,59,47,60,1,247,60,273,58,62,13.217673557208654
19,68,68,59,1,310,58,303,62,59,14.403297222866392
18,58,51,36,1,260,32,237,56,36,13.304684934198283
18,58,61,63,1,90,46,196,13,5,13.493926933836812
22,67,59,37,1,277,32,255,70,35,14.508657738524219
22,74,66,70,1,242,73,345,74,72,15.250595083253597
21,71,63,64,1,277,70,314,70,64,14.946912669455374
20,70,64,62,1,318,66,332,69,65,15.068273526459642
19,67,61,52,1,305,61,330,67,47,14.808762330974558
20,68,64,50,1,306,64,339,68,41,15.176487111099874
18,56,47,31,1,231,26,252,52,30,13.997832114758229
25,59,50,47,1,296,61,318,61,51,15.60727002719233
22,45,31,25,1,215,33,275,54,22,13.997832114758229
19,58,56,36,1,247,45,297,59,33,15.60727002719233
23,75,63,68,1,272,72,283,73,69,14.845129975145433
19,53,49,30,1,277,39,288,62,29,14.808762330974558
21,67,59,51,1,280,60,326,65,46,13.9108207377686
20,73,70,61,1,334,72,352,75,58,15.520258650202699
22,51,43,31,1,235,42,270,59,29,14.403297222866392
23,68,67,66,1,272,73,307,65,64,14.690979295318174
20,70,57,62,1,229,61,259,69,66,14.346138809026444
18,68,61,57,1,249,60,257,63,57,14.22097566607244
23,61,45,65,1,253,67,332,63,68,14.151982794585487
18,64,54,53,1,271,59,315,60,53,13.997832114758229
19,64,59,53,1,265,59,293,62,59,14.28551418721001
18,69,60,53,1,264,61,259,67,53,14.22097566607244
19,62,47,62,1,213,68,333,60,64,14.151982794585487
23,56,49,37,1,279,49,311,61,30,15.955576721460545
21,72,62,71,1,269,76,374,71,72,15.250595083253597
21,57,59,54,1,301,60,326,62,54,14.77102200299171
18,65,59,54,1,255,58,266,62,52,13.38472764187182
19,60,53,29,1,240,45,303,65,25,14.978661367769956
19,61,47,64,1,235,70,343,65,66,14.346138809026444
22,72,62,71,1,296,72,371,72,74,15.60727002719233
18,64,55,40,1,263,53,272,64,35,14.457364444136669
18,61,52,60,1,231,61,333,61,62,13.623138665316818
20,53,51,33,1,246,61,295,60,26,15.60727002719233
22,64,51,30,1,269,45,311,62,21,14.808762330974558
21,69,55,64,1,72,41,182,12,11,14.508657738524219
22,72,61,62,1,255,71,297,70,66,14.946912669455374
21,65,60,61,1,244,65,315,61,58,14.077874822431765
21,63,61,46,1,289,57,316,65,40,14.22097566607244
18,66,55,56,1,221,59,259,66,59,13.9108207377686
20,68,61,60,1,301,60,311,66,57,14.346138809026444
20,67,59,33,1,276,38,255,67,29,14.845129975145433
24,74,68,66,1,102,51,200,10,5,14.508657738524219
18,74,62,57,1,275,60,225,71,57,14.508657738524219
18,67,52,58,1,223,59,314,66,61,13.9108207377686
22,55,53,33,1,268,43,269,65,32,15.404745763080856
18,62,57,65,1,276,69,328,65,65,14.151982794585487
21,74,66,70,1,119,50,190,14,4,15.341566861459324
20,67,64,58,1,312,60,322,68,58,14.648419680899378
18,62,49,66,1,249,64,314,62,70,14.508657738524219
20,59,52,47,1,244,47,263,54,51,12.691580461311874
23,67,61,58,1,242,55,273,67,62,14.151982794585487
20,71,65,57,1,243,66,295,72,56,14.603967918328545
21,73,68,45,1,312,45,277,75,45,15.201804919084164
22,67,66,48,1,295,57,298,70,44,15.096444403426338
20,69,64,65,1,294,70,322,69,65,14.557447902693651
24,69,69,60,1,324,72,367,71,52,14.808762330974558
22,66,59,39,1,265,48,279,69,39,15.89495209964411
21,73,74,56,1,311,66,339,75,49,15.404745763080856
22,71,56,67,1,280,70,363,68,70,15.009433026436708
22,69,63,63,1,287,65,323,67,64,15.096444403426338
19,60,44,60,1,229,69,344,64,62,14.22097566607244
19,77,64,62,1,249,63,302,76,63,15.03928598958639
20,70,69,68,1,310,78,348,71,61,14.690979295318174
22,68,65,55,1,250,50,298,70,62,14.648419680899378
20,56,47,31,1,252,44,277,65,28,15.096444403426338
21,65,70,60,1,318,62,307,68,55,14.808762330974558
22,73,61,59,1,308,65,301,73,64,15.60727002719233
21,69,62,44,1,290,50,279,71,42,16.012735135300492
22,64,61,42,1,303,59,320,67,36,16.166885815127753
19,74,64,56,1,272,61,288,71,58,15.009433026436708
26,52,46,24,1,249,30,250,52,20,12.524526376648708
21,68,59,56,1,246,67,241,67,54,13.38472764187182
20,69,63,60,1,297,70,360,73,53,15.176487111099874
20,63,59,52,1,287,56,288,64,50,13.493926933836812
20,69,68,67,1,315,73,338,71,66,14.946912669455374
22,66,60,44,1,283,63,304,64,34,14.403297222866392
21,69,64,42,1,314,44,298,68,39,15.29711509888849
19,63,52,61,1,256,63,308,58,62,13.9108207377686
20,73,65,66,1,107,49,193,20,10,14.914122846632385
20,73,57,65,1,277,64,278,69,69,14.648419680899378
22,67,56,72,1,297,77,365,67,72,15.009433026436708
21,62,50,43,1,256,56,300,68,43,15.687312734865866
20,66,57,51,1,307,63,327,65,51,14.880221294956703
23,72,61,50,1,303,67,330,72,44,15.068273526459642
19,54,49,31,1,241,41,266,57,28,14.077874822431765
20,69,64,61,1,267,63,276,71,62,14.557447902693651
19,65,59,55,1,282,55,297,67,56,13.997832114758229
20,72,64,59,1,309,63,329,73,62,14.690979295318174
23,69,70,68,1,312,80,363,70,65,14.557447902693651
20,64,57,52,1,276,54,307,63,54,14.28551418721001
21,72,61,70,1,277,75,355,70,71,15.096444403426338
22,61,58,34,1,272,52,302,68,25,16.166885815127753
22,71,63,52,1,314,68,333,71,51,15.60727002719233
18,65,47,66,1,244,70,346,66,67,14.346138809026444
20,65,49,61,1,249,62,280,64,64,13.9108207377686
19,55,48,27,1,233,31,252,56,23,14.151982794585487
21,61,49,60,1,258,63,335,63,66,14.28551418721001
22,73,71,68,1,329,69,357,75,69,15.150511624696614
23,63,55,58,1,253,67,276,60,57,13.17115354157376
24,74,66,70,1,116,50,194,11,6,14.557447902693651
23,69,61,70,1,273,77,348,69,69,14.648419680899378
25,70,62,62,1,94,47,189,17,5,14.151982794585487
24,80,72,75,1,128,54,222,16,10,16.300417207752275
22,60,58,41,1,251,48,272,62,39,13.458835614025542
22,67,66,65,1,86,50,206,17,9,14.508657738524219
21,75,66,57,1,268,48,289,73,61,15.096444403426338
25,74,70,79,1,321,79,364,77,80,15.830413578506539
24,83,81,73,1,360,76,346,84,71,17.09265529095645
24,73,73,70,1,342,83,378,77,64,15.89495209964411
27,64,61,60,1,298,65,327,63,58,13.122363377404328
24,67,62,66,1,111,47,174,12,17,14.077874822431765
24,80,77,75,2,340,72,326,81,76,17.182806387950748
23,77,66,74,1,293,76,321,76,74,15.60727002719233
24,53,49,48,1,257,58,324,59,44,14.346138809026444
20,68,66,64,1,276,65,308,66,66,14.346138809026444
27,72,61,76,2,335,83,355,76,77,15.60727002719233
23,79,73,67,1,285,72,316,77,65,15.38412647587812
19,53,41,30,1,218,31,224,52,25,11.77528972943772
22,65,57,50,1,270,54,334,60,52,14.077874822431765
22,67,59,31,1,284,47,304,68,23,15.250595083253597
22,68,65,59,1,301,62,332,67,58,14.457364444136669
21,47,38,29,1,229,41,270,51,24,13.997832114758229
25,77,74,57,1,343,69,329,78,53,16.883563493097892
23,75,73,66,1,318,74,322,74,63,15.29711509888849
23,71,61,72,1,256,78,349,72,69,14.978661367769956
22,64,55,60,1,227,60,305,66,64,13.527828485512494
23,60,57,30,1,246,40,312,61,28,15.404745763080856
20,53,49,29,1,260,43,299,63,23,14.880221294956703
20,70,60,64,1,294,65,329,69,64,14.73180128983843
20,68,67,61,1,306,69,304,68,57,14.077874822431765
23,73,61,62,1,330,70,332,68,60,15.009433026436708
23,72,76,67,1,84,57,210,21,6,15.319587954740548
25,76,62,78,1,307,79,380,78,82,16.972510979114386
24,73,62,72,1,326,73,357,69,72,15.150511624696614
22,72,66,66,1,114,50,183,9,3,14.914122846632385
23,78,69,66,1,296,68,284,79,66,16.25785759333348
21,72,57,40,1,265,46,251,71,40,14.914122846632385
20,64,60,38,1,267,42,280,62,34,14.403297222866392
19,67,61,52,1,282,52,302,66,54,13.997832114758229
21,66,64,59,1,313,65,295,71,54,14.151982794585487
21,65,58,60,1,257,64,300,63,60,13.217673557208654
21,74,73,68,1,335,74,366,76,65,15.60727002719233
22,77,71,65,1,290,65,303,76,65,15.761420707019587
20,69,61,64,1,279,67,317,70,65,14.603967918328545
23,58,53,30,1,238,42,297,54,28,12.765688433465597
21,66,53,28,1,246,24,248,66,26,15.03928598958639
25,66,62,47,1,321,50,336,68,46,14.845129975145433
21,73,60,66,1,292,77,344,70,66,14.808762330974558
20,68,61,33,1,300,50,288,66,25,15.009433026436708
24,67,51,71,1,287,71,384,67,75,15.096444403426338
22,70,62,66,1,296,73,363,73,67,14.946912669455374
29,42,38,26,1,193,42,287,47,18,12.524526376648708
29,78,76,69,1,337,77,356,78,68,16.733281290048552
23,70,62,41,1,303,49,298,72,39,15.89495209964411
22,78,67,63,1,280,59,311,77,68,15.29711509888849
28,65,65,52,1,239,58,275,64,48,13.017002861746503
23,72,56,62,1,243,63,335,69,65,14.28551418721001
24,76,76,75,1,328,72,322,78,77,16.25785759333348
24,70,71,75,1,383,79,413,74,76,15.830413578506539
24,68,57,69,1,279,72,360,71,70,14.690979295318174
20,64,58,55,1,262,76,337,68,41,13.38472764187182
24,82,67,74,1,304,75,369,80,76,16.759949537130716
24,55,48,42,1,248,59,327,62,36,15.520258650202699
25,79,77,70,2,360,74,350,82,70,16.733281290048552
23,74,73,56,1,346,64,353,78,51,16.06680235657077
25,80,67,78,1,302,82,394,78,78,16.012735135300492
22,64,56,38,1,271,58,277,65,29,13.592367006650065
23,68,51,69,1,286,75,355,69,73,14.690979295318174
25,64,58,56,1,313,63,357,63,54,15.955576721460545
24,72,74,64,1,333,52,327,75,70,16.25785759333348
23,67,62,65,1,296,66,310,68,68,13.9108207377686
25,82,78,76,1,387,81,374,78,74,16.61887093887081
21,71,72,65,1,329,64,338,75,68,15.761420707019587
23,76,74,77,1,317,81,344,74,76,16.300417207752275
23,66,59,41,1,292,54,260,68,37,14.690979295318174
25,51,49,30,1,262,49,280,51,23,15.096444403426338
25,68,62,59,1,292,62,349,71,57,14.346138809026444
22,70,60,70,1,327,70,346,73,71,14.914122846632385
26,70,69,64,1,322,65,326,72,67,13.997832114758229
23,68,60,57,1,256,70,277,67,53,13.527828485512494
21,65,63,45,1,282,47,261,64,41,13.710150042306449
25,76,58,54,1,206,50,274,71,55,14.077874822431765
23,73,68,69,1,302,75,316,72,68,14.73180128983843
22,62,57,53,1,249,60,294,58,51,13.017002861746503
22,55,47,35,1,250,51,304,62,30,15.60727002719233
23,70,68,69,1,89,51,182,11,6,14.403297222866392
22,59,56,45,1,272,58,286,60,41,13.345506928718539
24,64,61,56,1,295,58,334,67,58,14.151982794585487
24,72,68,64,1,341,70,327,72,60,14.73180128983843
25,75,76,70,1,134,57,247,29,10,15.009433026436708
21,66,62,50,1,296,53,307,71,55,15.009433026436708
24,73,67,62,1,299,74,321,74,56,14.690979295318174
22,73,69,58,1,307,59,344,73,60,14.978661367769956
20,71,62,53,1,308,60,344,68,52,14.77102200299171
25,66,58,42,1,273,46,315,64,41,14.077874822431765
20,70,55,45,1,271,55,282,67,45,14.557447902693651
21,74,68,72,1,295,75,369,73,73,15.60727002719233
22,63,53,61,1,264,63,342,60,62,13.790192749979985
23,75,66,62,1,247,62,291,72,67,15.38412647587812
22,72,66,74,1,299,76,367,75,76,16.012735135300492
27,53,58,35,1,290,50,292,64,30,16.213405830762646
23,70,61,61,1,259,60,283,66,62,13.9108207377686
23,72,71,62,1,339,66,341,72,60,15.123843377614453
28,75,70,70,1,286,68,383,76,73,15.830413578506539
24,66,58,47,1,272,58,312,64,45,14.457364444136669
26,67,63,66,1,237,70,343,66,66,13.997832114758229
25,74,67,56,1,333,64,336,76,52,15.687312734865866
23,77,70,55,1,326,64,289,75,52,15.319587954740548
26,49,46,31,1,217,44,262,54,28,13.304684934198283
22,72,64,69,1,129,48,185,28,19,14.845129975145433
28,71,70,70,1,306,70,346,73,72,14.28551418721001
28,43,45,25,1,219,34,288,60,20,13.493926933836812
22,76,72,74,1,99,54,233,21,8,16.213405830762646
23,66,62,43,1,314,60,350,68,36,16.489659207390805
23,53,51,39,1,255,49,305,58,38,14.457364444136669
24,70,70,62,1,322,65,336,73,60,15.520258650202699
26,73,64,74,1,272,73,361,73,78,15.424948470398375
22,70,62,62,1,249,68,308,68,61,14.346138809026444
25,66,61,54,1,281,63,322,66,51,13.815510557964274
25,72,57,73,1,307,77,368,75,76,15.761420707019587
24,71,58,65,1,235,72,345,72,66,14.403297222866392
25,69,63,63,1,270,65,343,69,64,14.346138809026444
24,80,72,71,2,345,75,353,79,70,15.520258650202699
23,74,63,69,1,273,69,321,73,72,14.946912669455374
19,64,61,48,1,269,62,265,62,46,12.959844447906553
24,77,78,64,1,323,64,305,77,64,16.11809565095832
23,73,67,66,1,265,64,283,72,69,15.068273526459642
22,71,65,52,1,308,63,331,72,44,15.687312734865866
31,80,72,75,1,333,80,375,76,74,15.955576721460545
22,63,55,61,1,225,66,300,65,62,12.959844447906553
25,68,62,69,1,302,71,375,69,73,14.946912669455374
23,63,52,69,1,284,74,344,69,71,14.28551418721001
23,62,61,33,1,262,45,284,67,31,14.978661367769956
24,72,66,67,1,282,73,306,70,69,14.557447902693651
22,52,58,37,1,270,59,302,68,27,15.29711509888849
23,75,73,61,1,315,72,350,77,57,15.687312734865866
25,70,66,36,1,296,57,303,72,27,14.603967918328545
24,72,62,58,1,279,62,330,70,57,14.557447902693651
23,71,67,59,1,320,70,339,70,55,14.457364444136669
21,69,63,60,1,105,47,201,28,10,14.22097566607244
24,77,69,58,1,347,54,328,73,59,15.341566861459324
23,71,64,52,1,311,61,328,72,48,14.648419680899378
22,73,67,65,1,320,61,347,71,68,15.250595083253597
23,72,62,65,1,297,65,343,70,70,14.914122846632385
23,62,61,46,1,301,55,334,63,43,14.28551418721001
23,68,60,68,1,269,67,354,68,71,14.603967918328545
22,62,55,39,1,259,69,346,65,20,14.808762330974558
23,67,59,45,1,289,42,311,63,44,14.346138809026444
24,77,69,66,1,257,70,302,74,64,15.341566861459324
26,72,48,65,1,102,36,172,17,7,14.077874822431765
23,63,53,66,1,271,76,334,64,65,14.457364444136669
25,66,49,64,1,267,68,319,65,64,13.9108207377686
25,71,70,69,1,139,53,240,25,13,14.603967918328545
28,78,65,81,1,353,85,404,77,81,16.883563493097892
25,76,72,53,2,333,62,317,76,50,16.38045991542581
26,78,70,76,1,289,81,334,80,74,15.60727002719233
27,73,64,51,1,302,49,290,73,54,13.710150042306449
28,62,55,49,1,258,56,303,59,49,12.429216196844383
26,62,57,50,1,281,59,351,58,45,13.560618308335483
27,69,68,62,1,330,73,357,68,52,13.9108207377686
24,75,67,47,1,324,46,314,72,48,15.687312734865866
33,67,71,58,1,335,61,321,72,58,13.623138665316818
25,59,57,33,1,281,54,328,64,22,14.346138809026444
27,76,73,68,2,288,76,341,79,63,15.009433026436708
26,73,61,71,1,271,68,310,72,76,14.28551418721001
27,64,63,32,1,304,46,300,65,24,15.830413578506539
25,64,60,57,1,289,62,336,61,55,12.89921982609012
24,69,70,62,1,291,62,256,66,63,14.603967918328545
24,66,60,51,1,257,66,325,66,42,14.22097566607244
21,57,52,63,1,252,43,249,53,75,14.346138809026444
21,66,62,48,1,300,87,376,68,20,15.424948470398375
22,82,77,72,1,308,67,287,82,72,17.034386382832476
30,72,62,84,1,315,85,386,74,85,17.054189010128656
22,79,76,54,1,354,55,336,78,51,17.1296965626368
22,75,72,63,1,272,63,316,75,68,16.34123920227253
26,64,67,46,1,300,54,310,59,45,14.648419680899378
30,67,69,66,1,295,55,332,68,72,14.648419680899378
21,68,58,56,1,116,25,207,21,14,12.691580461311874
19,43,40,29,1,238,42,267,37,24,13.17115354157376
24,73,72,66,1,332,75,348,75,61,15.38412647587812
25,63,45,61,1,267,66,356,65,63,13.304684934198283
24,70,59,76,1,310,82,384,70,78,16.166885815127753
24,68,67,66,1,80,50,181,25,13,14.22097566607244
26,74,66,68,1,117,50,216,21,19,14.22097566607244
28,58,55,38,1,270,53,286,57,32,13.560618308335483
26,77,62,71,1,279,76,381,74,74,15.363073066680286
27,64,63,53,1,308,69,327,66,42,13.9108207377686
24,67,62,48,1,304,72,347,68,43,15.226497531674536
25,75,69,62,1,392,68,374,73,58,16.811242831518264
25,62,56,28,2,283,29,277,62,24,16.556350581889475
24,82,69,77,2,278,83,356,83,76,16.38045991542581
28,71,62,46,1,290,56,322,70,43,14.151982794585487
24,72,54,69,1,312,72,365,75,72,15.096444403426338
26,72,62,51,1,285,63,324,72,42,14.22097566607244
22,66,59,62,1,101,17,155,13,17,12.691580461311874
27,66,64,74,1,327,80,362,73,76,15.341566861459324
24,71,71,56,1,305,64,283,71,55,15.27412558066379
26,77,72,71,1,362,76,390,80,72,16.34123920227253
25,70,61,56,1,293,60,370,72,55,14.880221294956703
25,71,68,73,1,307,76,353,73,72,14.845129975145433
31,68,55,74,1,327,75,367,68,77,14.77102200299171
29,78,73,70,1,341,68,376,77,71,16.454567887579532
22,67,64,56,1,294,62,323,65,55,14.077874822431765
25,75,69,67,1,282,72,334,71,64,14.457364444136669
24,69,60,42,1,281,47,307,70,35,14.946912669455374
25,57,53,46,1,242,54,251,55,41,12.100712129872347
25,73,66,57,1,354,58,349,75,55,15.830413578506539
23,68,61,62,1,99,46,215,28,5,13.997832114758229
24,61,58,46,1,282,55,322,63,42,14.403297222866392
27,78,73,72,2,334,78,352,78,70,15.319587954740548
28,77,71,75,1,319,78,380,78,76,15.60727002719233
27,78,75,63,2,355,75,381,83,53,16.733281290048552
26,75,66,71,1,281,80,355,76,74,15.424948470398375
27,71,64,69,1,274,72,314,69,70,14.22097566607244
24,66,68,56,1,346,59,329,68,56,14.690979295318174
28,71,62,49,1,313,74,351,69,36,15.404745763080856
28,76,77,72,1,314,80,331,75,68,15.520258650202699
28,82,73,75,1,137,55,255,31,17,16.523560759066484
25,74,70,66,1,328,73,372,75,61,14.508657738524219
23,54,48,32,1,258,44,301,58,24,14.346138809026444
25,75,69,69,1,326,71,342,73,70,14.880221294956703
25,68,61,61,1,266,59,275,68,63,14.077874822431765
26,65,63,65,1,120,47,201,21,18,13.493926933836812
36,47,49,34,1,235,61,334,54,15,12.429216196844383
25,81,72,73,1,292,80,346,79,72,16.34123920227253
21,74,69,61,1,301,73,285,73,56,15.068273526459642
25,59,59,43,1,268,65,331,64,37,14.403297222866392
28,72,65,67,1,282,72,296,73,66,14.28551418721001
26,64,64,60,1,304,66,345,64,59,13.17115354157376
26,76,71,70,1,280,80,350,73,65,15.009433026436708
28,66,57,55,1,269,61,315,64,46,12.834681304952548
25,82,75,67,2,339,65,329,83,69,16.454567887579532
26,71,72,66,1,343,70,363,72,64,15.096444403426338
25,64,57,42,1,287,49,270,69,44,15.761420707019587
29,70,65,57,1,306,68,338,68,50,13.997832114758229
28,66,59,42,2,312,55,312,67,33,16.11809565095832
26,68,60,64,1,127,45,192,29,15,13.560618308335483
24,59,56,32,1,267,32,306,59,30,13.9108207377686
26,64,53,68,1,294,77,339,66,68,14.151982794585487
24,74,73,49,2,322,73,369,77,33,16.11809565095832
27,69,66,70,2,320,77,378,66,71,14.73180128983843
26,78,74,76,1,149,56,263,24,13,16.61887093887081
29,54,48,31,1,249,41,298,62,28,15.068273526459642
28,70,62,75,1,359,81,387,75,76,15.830413578506539
24,72,64,65,1,251,82,306,70,58,14.28551418721001
26,84,71,64,1,303,66,292,80,66,16.25785759333348
27,68,64,73,1,287,80,375,68,75,15.341566861459324
25,79,76,70,2,346,70,360,81,73,16.012735135300492
27,75,69,70,1,322,76,355,75,66,14.73180128983843
27,85,79,76,1,124,59,251,26,13,17.312018119430753
25,69,65,53,2,325,73,380,70,42,16.34123920227253
23,73,69,70,1,328,76,340,74,72,15.341566861459324
25,59,56,42,1,285,53,310,64,42,14.28551418721001
23,38,43,30,1,225,48,290,46,22,13.737549016494562
25,71,67,51,1,324,56,345,71,51,14.880221294956703
26,70,68,66,1,341,71,356,72,64,15.687312734865866
25,73,67,61,1,304,73,359,73,56,15.123843377614453
29,75,72,77,1,321,77,374,76,77,15.520258650202699
25,68,71,62,1,337,68,339,71,57,14.603967918328545
29,68,68,57,1,330,62,331,72,57,13.560618308335483
28,65,58,51,1,296,73,359,60,40,14.151982794585487
28,77,76,68,2,364,80,363,78,59,15.830413578506539
27,80,80,83,1,368,83,376,79,83,17.296750647299966
26,79,74,65,2,326,72,329,78,63,15.89495209964411
27,68,66,62,1,336,69,367,69,58,14.73180128983843
28,78,73,69,1,289,71,311,78,67,15.520258650202699
30,74,73,66,2,342,78,370,75,60,15.687312734865866
32,74,69,78,2,327,82,383,76,78,15.60727002719233
30,83,80,79,3,145,60,257,15,15,16.835935444108635
29,72,58,77,2,314,78,376,73,81,15.830413578506539
30,77,54,68,1,125,41,222,23,12,14.28551418721001
26,57,50,34,1,268,40,294,54,25,12.524526376648708
22,66,61,53,1,295,75,360,68,39,14.077874822431765
29,73,64,50,2,304,54,320,71,47,15.687312734865866
26,66,58,43,1,298,58,306,69,40,15.89495209964411
26,78,71,74,2,289,78,370,76,75,16.012735135300492
25,70,67,61,1,269,63,322,71,61,14.403297222866392
26,69,67,47,1,315,64,333,69,42,15.89495209964411
27,70,71,64,1,342,66,341,70,65,14.73180128983843
26,57,55,41,1,272,42,264,60,41,14.22097566607244
31,83,76,80,3,346,81,375,83,79,16.90655301132259
27,75,66,71,1,247,72,356,72,72,14.978661367769956
27,71,68,69,1,362,72,397,70,68,14.73180128983843
29,75,65,77,1,339,80,393,79,79,16.454567887579532
26,74,69,78,1,330,82,391,77,80,16.860032995687696
29,67,56,70,1,309,76,364,71,73,14.914122846632385
28,75,75,70,1,346,75,333,77,67,14.914122846632385
29,72,66,72,1,291,73,362,72,74,14.648419680899378
29,77,73,69,1,361,63,338,77,73,16.733281290048552
28,67,60,61,1,261,68,313,63,62,13.652991628466498
29,71,72,67,1,356,79,362,77,66,15.687312734865866
28,61,62,38,1,321,44,310,68,35,16.41820024340866
27,78,68,67,1,261,67,317,75,65,15.319587954740548
26,54,52,30,1,246,29,268,52,31,14.808762330974558
26,68,58,71,1,314,78,367,73,73,14.880221294956703
25,71,63,62,1,249,65,280,69,62,14.151982794585487
27,69,59,75,1,284,78,359,71,76,15.009433026436708
22,70,58,53,1,243,67,241,74,51,11.77528972943772
24,79,75,71,1,324,70,301,79,71,15.60727002719233
26,73,68,72,1,118,51,232,22,15,14.457364444136669
33,80,79,76,2,143,59,248,33,10,15.520258650202699
28,75,69,59,1,329,68,344,71,57,15.424948470398375
27,67,61,26,1,247,28,257,72,24,14.648419680899378
27,57,58,54,2,313,68,310,60,51,15.89495209964411
25,64,62,58,1,303,72,354,69,51,15.687312734865866
26,66,67,67,1,352,68,347,64,67,13.9108207377686
25,74,61,73,1,288,76,367,73,75,15.520258650202699
25,76,71,75,2,304,77,368,76,74,16.012735135300492
25,65,61,60,1,285,61,319,63,61,13.345506928718539
26,79,74,79,1,303,82,385,80,78,16.835935444108635
25,74,61,72,1,253,77,380,73,74,14.946912669455374
31,79,71,72,2,89,53,159,20,15,14.914122846632385
27,67,61,46,1,319,61,316,70,41,14.946912669455374
26,77,64,78,1,344,76,382,78,82,16.34123920227253
29,71,64,70,1,273,70,311,70,71,14.28551418721001
29,60,57,33,1,257,55,296,60,24,13.652991628466498
27,68,55,73,1,302,79,376,68,72,14.508657738524219
30,75,70,61,2,340,76,336,76,54,15.096444403426338
30,68,71,46,1,319,52,317,71,41,15.60727002719233
31,65,69,49,2,334,61,345,71,42,16.489659207390805
30,63,59,40,2,301,68,309,63,37,14.22097566607244
32,75,75,64,2,341,77,342,75,56,14.457364444136669
29,66,59,69,1,290,68,362,67,71,14.151982794585487
29,72,64,66,1,299,74,335,72,65,14.28551418721001
28,64,69,64,2,354,84,383,71,52,16.61887093887081
28,69,66,56,2,328,68,368,68,51,15.150511624696614
27,77,69,72,1,309,75,361,75,74,15.319587954740548
27,75,75,72,2,346,81,388,76,70,15.60727002719233
31,79,78,76,3,365,82,356,83,71,16.11809565095832
27,77,70,51,3,345,52,289,78,52,16.64872390202049
25,78,65,63,1,238,69,244,78,63,14.457364444136669
30,72,72,68,1,112,54,190,28,14,13.997832114758229
27,65,63,66,2,278,70,314,65,64,13.560618308335483
27,62,61,46,1,305,63,311,63,41,15.319587954740548
31,80,77,57,2,347,72,373,80,42,16.556350581889475
29,81,76,64,2,358,70,312,80,63,16.34123920227253
32,58,59,50,1,303,67,340,65,40,15.096444403426338
28,71,72,64,2,324,77,359,73,58,14.346138809026444
29,74,70,46,2,317,67,341,75,33,15.687312734865866
30,71,61,74,1,319,79,371,73,76,15.226497531674536
29,78,79,77,2,334,79,378,78,77,16.454567887579532
30,75,78,66,2,372,73,373,81,64,16.883563493097892
29,77,73,70,1,324,75,348,77,66,14.914122846632385
28,75,73,69,1,312,69,315,73,67,14.946912669455374
29,74,68,61,1,337,78,398,72,53,16.34123920227253
28,70,70,66,1,356,75,348,71,59,14.28551418721001
30,82,82,73,3,344,71,324,84,74,16.835935444108635
31,72,69,70,1,338,79,361,72,68,14.73180128983843
28,60,51,36,1,268,50,320,60,28,13.790192749979985
25,73,72,72,1,348,73,342,74,73,14.946912669455374
29,62,57,27,2,267,40,271,65,21,13.815510557964274
30,72,74,66,2,348,79,389,75,59,16.300417207752275
27,53,60,44,2,292,46,283,59,54,14.946912669455374
31,79,77,76,2,323,75,334,77,76,15.60727002719233
26,76,75,76,3,362,76,359,80,78,15.687312734865866
26,66,63,59,1,251,67,271,65,52,13.262125319779487
29,75,72,56,3,347,65,360,76,57,16.929025867174648
27,71,72,71,1,354,77,358,75,67,14.73180128983843
27,78,73,77,2,102,55,232,24,14,16.166885815127753
